                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.878,                 5.4204,                 2.8584,                  2.057,                0.01016,                0.77801,                0.08094,                0.02891,                0.00867,                 0.6639,                0.06494,                0.01925,                 1.6461,                 4.4098,                 3.1309,                 2.2326,                  8e-05,                  8e-05,                  8e-05
